date,regime_hmm,regime_composite,w_SPY,w_TLT,w_GLD,w_PDBC,gross_exposure,target_vol,realized_port_vol,nav,daily_return,rebalanced,turnover,cost,p_risk_on,p_neutral,p_risk_off
2018-04-16,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06433043458903782,130.76943198845723,0.0010020023368592973,False,0.0,0.0,6.857931781461252e-39,2.2523986453179286e-40,1.0
2018-04-17,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06344610603842556,131.1187128692609,0.0026709673315281736,False,0.0,0.0,4.065880478739195e-39,1.1750215942136614e-40,1.0
2018-04-18,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.061635790392537276,130.63954021931733,-0.0036544947662912296,False,0.0,0.0,2.9910506811641e-41,9.532409684603607e-42,1.0
2018-04-19,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06064966926264813,129.87702378901577,-0.0058367966468762114,False,0.0,0.0,5.794651709159431e-47,4.527459671304646e-46,1.0
2018-04-20,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06051874024865055,128.96897963643534,-0.006991568840193998,False,0.0,0.0,3.80226012174887e-43,1.4648919776682186e-41,1.0
2018-04-23,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06294171572020184,128.70578453524433,-0.002040762840281147,False,0.0,0.0,1.5703722656696e-41,7.609395187817761e-41,1.0
2018-04-24,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06684723394418579,128.3795904297478,-0.0025344168226348277,False,0.0,0.0,5.1666076372284125e-37,2.458922327397345e-37,1.0
2018-04-25,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06529898359337649,127.67720156514918,-0.005471187922062957,False,0.0,0.0,5.8344069861085086e-37,2.4712439853058844e-36,1.0
2018-04-26,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06408212818988966,128.18960217504429,0.004013250632170532,False,0.0,0.0,8.006846813467474e-32,5.548798741144691e-32,1.0
2018-04-27,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06569573391932523,128.92718909621453,0.0057538747968269195,False,0.0,0.0,6.220167811808597e-46,2.4194544142047305e-46,1.0
2018-04-30,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.0655597666835942,128.75341868877362,-0.0013478181651136944,False,0.0,0.0,1.8939149932756488e-50,3.359258427289524e-49,1.0
2018-05-01,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06735972076869738,128.21184255504826,-0.004206304882936524,False,0.0,0.0,5.48999438825007e-51,6.461571526196043e-50,1.0
2018-05-02,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06552097201882418,128.0447510327974,-0.0013032456200690761,False,0.0,0.0,6.994295286037181e-54,4.0832908151951903e-54,1.0
2018-05-03,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06560824101581254,128.5760660647493,0.004149447967733013,False,0.0,0.0,6.177216217938562e-57,2.5467410817302113e-56,1.0
2018-05-04,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06381172392474058,128.91989421307684,0.0026741224774631256,False,0.0,0.0,5.67347767877093e-60,1.830576970803168e-60,1.0
2018-05-07,RISK_OFF,RISK_ON,0.07199549051657365,0.5855742889629002,0.2757940882701577,0.03929336140331523,0.9726572291529467,0.06,0.06392673841112892,128.8365740727364,-0.0006462938931886548,False,0.0,0.0,1.657825990738679e-65,9.277450900529327e-67,1.0
